1	20000	0.55485
1	40000	0.41365
1	60000	0.34925
1	80000	0.3754
1	100000	0.4186
1	120000	0.34945
1	140000	0.52405
1	160000	0.43705
1	180000	0.47499
1	220000	0.370499
1	240000	0.416
1	260000	0.366781
1	320000	0.526586
1	340000	0.3838
1	360000	0.36875
1	380000	0.4134
1	400000	0.3532
1	420000	0.44115
1	440000	0.51015
1	460000	0.45315
1	480000	0.38231
1	520000	0.479032
1	540000	0.5236
1	560000	0.45715
1	580000	0.4073
1	600000	0.364
1	620000	0.38505
1	640000	0.36115
1	660000	0.482
1	680000	0.4545
1	700000	0.44625
1	720000	0.41625
1	740000	0.39935
1	760000	0.46365
1	780000	0.4611
1	800000	0.46575
1	820000	0.4328
1	840000	0.56755
1	860000	0.63835
1	880000	0.641
1	900000	0.63685
1	920000	0.57155
1	940000	0.5993
1	960000	0.6445
1	980000	0.65765
1	1000000	0.6445
1	1020000	0.65735
1	1040000	0.478
1	1060000	0.6091
1	1080000	0.62985
1	1100000	0.64075
1	1120000	0.5429
1	1140000	0.6526
1	1160000	0.6208
1	1180000	0.64855
1	1200000	0.56785
1	1220000	0.6211
1	1240000	0.6641
1	1260000	0.62055
1	1280000	0.672
1	1300000	0.5795
1	1320000	0.53255
1	1340000	0.5303
1	1360000	0.5881
1	1380000	0.5919
1	1400000	0.56875
1	1420000	0.58455
1	1440000	0.5606
1	1460000	0.59375
1	1480000	0.60995
1	1500000	0.51245
1	1520000	0.5203
1	1540000	0.5793
1	1560000	0.6741
1	1580000	0.5303
1	1600000	0.53965
1	1620000	0.5486
1	1640000	0.55925
1	1660000	0.5041
1	1680000	0.57425
1	1700000	0.50775
1	1720000	0.5268
1	1740000	0.45915
1	1760000	0.4462
1	1780000	0.45655
1	1800000	0.46995
1	1820000	0.52615
1	1840000	0.5779
1	1860000	0.5915
1	1880000	0.5556
1	1900000	0.57565
1	1920000	0.54635
1	1940000	0.50155
1	1960000	0.6149
1	1980000	0.59635
1	2000000	0.5515
1	2020000	0.5783
1	2040000	0.56565
1	2060000	0.56535
1	2080000	0.5333
1	2100000	0.5685
1	2120000	0.60455
1	2140000	0.61145
1	2160000	0.58975
1	2180000	0.5497
1	2200000	0.5499
1	2220000	0.5891
1	2240000	0.63975
1	2260000	0.6294
1	2280000	0.5979
1	2300000	0.49865
1	2320000	0.56405
1	2340000	0.5969
1	2360000	0.59285
1	2380000	0.64915
1	2400000	0.65105
1	2420000	0.63325
1	2440000	0.6467
1	2460000	0.61155
1	2480000	0.63805
1	2500000	0.5809
1	2520000	0.60125
1	2540000	0.53685
1	2560000	0.5316
1	2580000	0.5977
1	2600000	0.62045
1	2620000	0.62455
1	2640000	0.609953
1	2680000	0.598962
1	2700000	0.53845
1	2720000	0.5929
1	2740000	0.56635
1	2760000	0.50015
1	2780000	0.60285
1	2800000	0.61915
1	2820000	0.59795
1	2840000	0.5899
1	2860000	0.5545
1	2880000	0.51595
1	2900000	0.56495
1	2920000	0.5063
1	2940000	0.5883
1	2960000	0.48405
1	2980000	0.5966
1	3000000	0.5852
1	3020000	0.5991
1	3040000	0.5888
1	3060000	0.58785
1	3080000	0.57115
1	3100000	0.5652
1	3120000	0.5762
1	3140000	0.5575
1	3160000	0.57645
1	3180000	0.5544
1	3200000	0.5912
1	3220000	0.54845
1	3240000	0.56515
1	3260000	0.5598
1	3280000	0.568
1	3300000	0.571
1	3320000	0.58425
1	3340000	0.60225
1	3360000	0.51045
1	3380000	0.63105
1	3400000	0.5906
1	3420000	0.6445
1	3440000	0.62795
1	3460000	0.6381
1	3480000	0.60675
1	3500000	0.6136
1	3520000	0.6246
1	3540000	0.54305
1	3560000	0.5546
1	3580000	0.52425
1	3600000	0.61395
1	3620000	0.6217
1	3640000	0.61885
1	3660000	0.53515
1	3680000	0.5526
1	3700000	0.5696
1	3720000	0.4861
1	3740000	0.5107
1	3760000	0.4488
1	3780000	0.5282
1	3800000	0.50335
1	3820000	0.54015
1	3840000	0.522924
1	4000000	0.511132
1	4020000	0.4908
1	4040000	0.5201
1	4060000	0.52125
1	4080000	0.47855
1	4100000	0.44855
1	4120000	0.5286
1	4140000	0.512
1	4160000	0.47785
1	4180000	0.5099
1	4200000	0.50205
1	4220000	0.5223
1	4240000	0.4881
1	4260000	0.3976
1	4280000	0.4856
1	4300000	0.4006
1	4320000	0.44295
1	4340000	0.43755
1	4360000	0.49845
1	4380000	0.4916
1	4400000	0.51145
1	4420000	0.51075
1	4440000	0.46325
1	4460000	0.47465
1	4480000	0.44615
1	4500000	0.4662
1	4520000	0.49405
1	4540000	0.4855
1	4560000	0.48785
1	4580000	0.4968
1	4600000	0.4179
1	4620000	0.45635
1	4640000	0.4322
1	4660000	0.5087
1	4680000	0.5143
1	4700000	0.4952
1	4720000	0.5446
1	4740000	0.5102
1	4760000	0.54645
1	4780000	0.54535
1	4800000	0.52965
1	4820000	0.5054
1	4840000	0.50795
1	4860000	0.45155
1	4880000	0.4181
1	4900000	0.42965
1	4920000	0.43785
1	4940000	0.44695
1	4960000	0.45515
1	4980000	0.4592
1	5000000	0.4707
1	5020000	0.4644
1	5040000	0.4806
1	5060000	0.4229
1	5080000	0.4186
1	5100000	0.43455
1	5120000	0.3664
1	5140000	0.4047
1	5160000	0.38505
1	5180000	0.4429
1	5200000	0.45105
1	5220000	0.46995
1	5240000	0.41765
1	5260000	0.43325
1	5280000	0.4066
1	5300000	0.4453
1	5320000	0.46655
1	5340000	0.50415
1	5360000	0.4651
1	5380000	0.43775
1	5400000	0.4864
1	5420000	0.4425
1	5440000	0.48515
1	5460000	0.48435
1	5480000	0.49955
1	5500000	0.48625
1	5520000	0.48675
1	5540000	0.50225
1	5560000	0.50835
1	5580000	0.49105
1	5600000	0.39475
1	5620000	0.43825
1	5640000	0.4589
1	5660000	0.44135
1	5680000	0.45255
1	5700000	0.47695
1	5720000	0.51515
1	5740000	0.47475
1	5760000	0.4812
1	5780000	0.5188
1	5800000	0.52205
1	5820000	0.51665
1	5840000	0.4925
1	5860000	0.4901
1	5880000	0.5006
1	5900000	0.56655
1	5920000	0.56115
1	5940000	0.55775
1	5960000	0.48855
1	5980000	0.46425
1	6000000	0.46735
1	6020000	0.4973
1	6040000	0.4899
1	6060000	0.59355
1	6080000	0.53425
1	6100000	0.5515
1	6120000	0.5417
1	6140000	0.55495
1	6160000	0.60125
1	6180000	0.53175
1	6200000	0.56115
1	6220000	0.5834
1	6240000	0.54385
1	6260000	0.52545
1	6280000	0.52315
1	6300000	0.57575
1	6320000	0.5945
1	6340000	0.5808
1	6360000	0.5348
1	6380000	0.5171
1	6400000	0.555
1	6420000	0.545
1	6440000	0.488
1	6460000	0.5099
1	6480000	0.57925
1	6500000	0.5941
1	6520000	0.60375
1	6540000	0.58885
1	6560000	0.60625
1	6580000	0.5134
1	6600000	0.46335
1	6620000	0.5139
1	6640000	0.5622
1	6660000	0.5385
1	6680000	0.55005
1	6700000	0.52355
1	6720000	0.46825
1	6740000	0.4265
1	6760000	0.46485
1	6780000	0.48165
1	6800000	0.46595
1	6820000	0.45335
1	6840000	0.48215
1	6860000	0.4074
1	6880000	0.38745
1	6900000	0.4292
1	6920000	0.4038
1	6940000	0.41205
1	6960000	0.4428
1	6980000	0.5054
1	7000000	0.47465
1	7020000	0.5269
1	7040000	0.4934
1	7060000	0.4495
1	7080000	0.4936
1	7100000	0.447
1	7120000	0.52465
1	7140000	0.46105
1	7160000	0.48445
1	7180000	0.49805
1	7200000	0.4495
1	7220000	0.46085
1	7240000	0.4332
1	7260000	0.42605
1	7280000	0.45675
1	7300000	0.4567
1	7320000	0.4623
1	7340000	0.41665
1	7360000	0.42755
1	7380000	0.4301
1	7400000	0.4957
1	7420000	0.51105
1	7440000	0.50315
1	7460000	0.45005
1	7480000	0.49115
1	7500000	0.55435
1	7520000	0.54455
1	7540000	0.55005
1	7560000	0.543
1	7580000	0.51545
1	7600000	0.5044
1	7620000	0.5512
1	7640000	0.53435
1	7660000	0.49645
1	7680000	0.52155
1	7700000	0.5723
1	7720000	0.55865
1	7740000	0.57365
1	7760000	0.5097
1	7780000	0.44285
1	7800000	0.43925
1	7820000	0.38435
1	7840000	0.45355
1	7860000	0.41915
1	7880000	0.39415
1	7900000	0.40055
1	7920000	0.47735
1	7940000	0.4388
1	7960000	0.44535
1	7980000	0.44555
1	8000000	0.43505
1	8020000	0.46845
1	8040000	0.4695
1	8060000	0.4529
1	8080000	0.4242
1	8100000	0.41125
1	8120000	0.4461
1	8140000	0.437
1	8160000	0.41435
1	8180000	0.45865
1	8200000	0.46535
1	8220000	0.47555
1	8240000	0.4421
1	8260000	0.4895
1	8280000	0.49605
1	8300000	0.4812
1	8320000	0.4668
1	8340000	0.4623
1	8360000	0.44955
1	8380000	0.5107
1	8400000	0.53625
1	8420000	0.55745
1	8440000	0.45335
1	8460000	0.4234
1	8480000	0.44345
1	8500000	0.4406
1	8520000	0.42835
1	8540000	0.3992
1	8560000	0.453
1	8580000	0.40905
1	8600000	0.38605
1	8620000	0.4032
1	8640000	0.3855
1	8660000	0.4181
1	8680000	0.38915
1	8700000	0.3861
1	8720000	0.42335
