chr1	100000	0.0100532
chr1	200000	0.0155919
chr1	300000	0.00633597
chr1	400000	0.0154864
chr1	500000	0.0104655
chr1	600000	0.0213484
chr1	700000	0.0111835
chr1	800000	0.0134512
chr1	900000	0.034994
chr1	1000000	0.0481717
chr1	1100000	0.0463229
chr1	1200000	0.0465351
chr1	1300000	0.0469685
chr1	1400000	0.0404804
chr1	1500000	0.0462369
chr1	1600000	0.044187
chr1	1700000	0.041088
chr1	1800000	0.023217
chr1	1900000	0.0294515
chr1	2000000	0.0389134
chr1	2100000	0.0395059
chr1	2200000	0.0396862
chr1	2300000	0.0394469
chr1	2400000	0.0339164
chr1	2500000	0.0353466
chr1	2600000	0.032274
chr1	2700000	0.0229244
chr1	2800000	0.025214
chr1	2900000	0.0307029
chr1	3000000	0.0260152
chr1	3100000	0.034561
chr1	3200000	0.0331306
chr1	3300000	0.0282345
chr1	3400000	0.0317888
chr1	3500000	0.0329425
chr1	3600000	0.0319133
chr1	3700000	0.0333293
chr1	3800000	0.0261738
chr1	3900000	0.0284295
chr1	4000000	0.018521
chr1	4100000	0.0187281
chr1	4200000	0.0162297
chr1	4300000	0.012556
chr1	4400000	0.0134224
chr1	4500000	0.0153843
chr1	4600000	0.0159765
chr1	4700000	0.0255148
chr1	4800000	0.0157483
chr1	4900000	0.0113293
chr1	5000000	0.0107075
chr1	5100000	0.00873462
chr1	5200000	0.0100092
chr1	5300000	0.0127286
chr1	5400000	0.0126919
chr1	5500000	0.0166955
chr1	5600000	0.0131723
chr1	5700000	0.0182264
chr1	5800000	0.01844
chr1	5900000	0.0255077
chr1	6000000	0.0249052
chr1	6100000	0.0276004
chr1	6200000	0.0315395
chr1	6300000	0.0264732
chr1	6400000	0.0305778
chr1	6500000	0.0312489
chr1	6600000	0.0321303
chr1	6700000	0.0138617
chr1	6800000	0.0133466
chr1	6900000	0.0119783
chr1	7000000	0.0182336
chr1	7100000	0.0171931
chr1	7200000	0.0164629
chr1	7300000	0.0140042
chr1	7400000	0.0171162
chr1	7500000	0.0190241
chr1	7600000	0.0180467
chr1	7700000	0.0228456
chr1	7800000	0.0154907
chr1	7900000	0.0145705
chr1	8000000	0.0156002
chr1	8100000	0.0115495
chr1	8200000	0.0174959
chr1	8300000	0.0211025
chr1	8400000	0.0157703
chr1	8500000	0.00795937
chr1	8600000	0.00709914
chr1	8700000	0.0076311
chr1	8800000	0.00907399
chr1	8900000	0.0161954
chr1	9000000	0.0196521
chr1	9100000	0.0211153
chr1	9200000	0.0220456
chr1	9300000	0.025161
chr1	9400000	0.0210436
chr1	9500000	0.0212934
chr1	9600000	0.0214937
chr1	9700000	0.0277928
chr1	9800000	0.018714
chr1	9900000	0.0154774
chr1	10000000	0.0154301
chr1	10100000	0.0085031
chr1	10200000	0.0133672
chr1	10300000	0.00712711
chr1	10400000	0.0179911
chr1	10500000	0.0154609
chr1	10600000	0.0236668
chr1	10700000	0.0285973
chr1	10800000	0.0236295
chr1	10900000	0.0225856
chr1	11000000	0.0175328
chr1	11100000	0.0167827
chr1	11200000	0.00898947
chr1	11300000	0.0160716
chr1	11400000	0.0168881
chr1	11500000	0.0211052
chr1	11600000	0.014774
chr1	11700000	0.028773
chr1	11800000	0.0207935
chr1	11900000	0.0218641
chr1	12000000	0.0193644
chr1	12100000	0.0178007
chr1	12200000	0.0196909
chr1	12300000	0.00883386
chr1	12400000	0.00745596
chr1	12500000	0.0140651
chr1	12600000	0.0194654
chr1	12700000	0.00982436
chr1	12800000	0.00970198
chr1	12900000	0.00864362
chr1	13000000	0.0100615
chr1	13100000	0.00918888
chr1	13200000	0.00932591
chr1	13300000	0.00884646
chr1	13400000	0.00844809
chr1	13500000	0.0171113
chr1	13600000	0.0142676
chr1	13700000	0.0123113
chr1	13800000	0.0134995
chr1	13900000	0.0105554
chr1	14000000	0.00768374
chr1	14100000	0.00908816
chr1	14200000	0.00794993
chr1	14300000	0.00868527
chr1	14400000	0.00940614
chr1	14500000	0.00865715
chr1	14600000	0.0135808
chr1	14700000	0.013094
chr1	14800000	0.0143616
chr1	14900000	0.0181455
chr1	15000000	0.0190572
chr1	15100000	0.0177146
chr1	15200000	0.0190437
chr1	15300000	0.0151602
chr1	15400000	0.0202282
chr1	15500000	0.0168636
chr1	15600000	0.0132389
chr1	15700000	0.0182497
chr1	15800000	0.0261767
chr1	15900000	0.0138495
chr1	16000000	0.0201152
chr1	16100000	0.0211591
chr1	16200000	0.0235353
chr1	16300000	0.00563681
chr1	16400000	0.0174328
chr1	16500000	0.0233437
chr1	16600000	0.0161308
chr1	16700000	0.0241206
chr1	16800000	0.0169658
chr1	16900000	0.0238957
chr1	17000000	0.0233177
chr1	17100000	0.0166823
chr1	17200000	0.0138289
chr1	17300000	0.0141736
chr1	17400000	0.0220811
chr1	17500000	0.0168418
chr1	17600000	0.0190132
chr1	17700000	0.0183791
chr1	17800000	0.014599
chr1	17900000	0.0116396
chr1	18000000	0.011077
chr1	18100000	0.0161778
chr1	18200000	0.0133002
chr1	18300000	0.0132526
chr1	18400000	0.0129218
chr1	18500000	0.0137576
chr1	18600000	0.0247675
chr1	18700000	0.0163122
chr1	18800000	0.0152741
chr1	18900000	0.0210044
chr1	19000000	0.0193207
chr1	19100000	0.0141537
chr1	19200000	0.0103949
chr1	19300000	0.0259041
chr1	19400000	0.01663
chr1	19500000	0.0139775
chr1	19600000	0.0162966
chr1	19700000	0.0172297
chr1	19800000	0.0140077
chr1	19900000	0.0126417
chr1	20000000	0.00872509
chr1	20100000	0.0124699
chr1	20200000	0.0136211
chr1	20300000	0.0139615
chr1	20400000	0.0151612
chr1	20500000	0.0193288
chr1	20600000	0.0181896
chr1	20700000	0.0232705
chr1	20800000	0.00972367
chr1	20900000	0.00485905
chr1	21000000	0.00496718
chr1	21100000	0.00427987
chr1	21200000	0.0152717
chr1	21300000	0.0194047
chr1	21400000	0.0207293
chr1	21500000	0.0138177
chr1	21600000	0.0219431
chr1	21700000	0.0124258
chr1	21800000	0.02261
chr1	21900000	0.023076
chr1	22000000	0.0142683
chr1	22100000	0.0156846
chr1	22200000	0.0163733
chr1	22300000	0.0174134
chr1	22400000	0.0133713
chr1	22500000	0.0131414
chr1	22600000	0.0220284
chr1	22700000	0.0191467
chr1	22800000	0.0150168
chr1	22900000	0.01467
chr1	23000000	0.0131999
chr1	23100000	0.00726111
chr1	23200000	0.0155292
chr1	23300000	0.00857485
chr1	23400000	0.0164087
chr1	23500000	0.0161642
chr1	23600000	0.0171387
chr1	23700000	0.0129584
chr1	23800000	0.0167063
chr1	23900000	0.0148627
chr1	24000000	0.0126512
chr1	24100000	0.0168058
chr1	24200000	0.0161373
chr1	24300000	0.0134178
chr1	24400000	0.0142318
chr1	24500000	0.0132667
chr1	24600000	0.0163781
chr1	24700000	0.0136524
chr1	24800000	0.00657294
chr1	24900000	0.0260271
chr1	25000000	0.0169841
chr1	25100000	0.0139727
chr1	25200000	0.0174778
chr1	25300000	0.0159765
chr1	25400000	0.0124171
chr1	25500000	0.0118238
chr1	25600000	0.017116
chr1	25700000	0.0131445
chr1	25800000	0.0176337
chr1	25900000	0.01865
chr1	26000000	0.0161571
chr1	26100000	0.0145677
chr1	26200000	0.0189964
chr1	26300000	0.0160704
chr1	26400000	0.0143587
chr1	26500000	0.0188152
chr1	26600000	0.014821
chr1	26700000	0.0113646
chr1	26800000	0.013637
chr1	26900000	0.0179185
chr1	27000000	0.020318
chr1	27100000	0.0141455
chr1	27200000	0.017316
chr1	27300000	0.014968
chr1	27400000	0.0191962
chr1	27500000	0.0182261
chr1	27600000	0.022288
chr1	27700000	0.0170126
chr1	27800000	0.00780075
chr1	27900000	0.0142864
chr1	28000000	0.00863918
chr1	28100000	0.00782033
chr1	28200000	0.0128316
chr1	28300000	0.0147339
chr1	28400000	0.00730286
chr1	28500000	0.0115066
chr1	28600000	0.0172459
chr1	28700000	0.0134029
chr1	28800000	0.013622
chr1	28900000	0.0152026
chr1	29000000	0.00506179
chr1	29100000	0.0143705
chr1	29200000	0.0177078
chr1	29300000	0.01686
chr1	29400000	0.0124312
chr1	29500000	0.0126619
chr1	29600000	0.0108581
chr1	29700000	0.0118818
chr1	29800000	0.013374
